trajectory_id,cluster,pca_1,pca_2,tsne_1,tsne_2,umap_1,umap_2
ckz3v9nzv00033867jsekqdcl,4,0.7002637175702594,-0.6056378391466313,21.754147,-11.768747,4.8665886,4.5761423
ckz3vb89a00073867yfftbbpw,1,-0.7656577958956478,-0.045715777946091274,-12.077723,5.2896476,-4.231932,8.6257105
ckz3vqjlf000b3867lm528m2k,4,0.22428710514779698,-0.8265160153633845,12.946071,-15.476289,60.179142,8.807876
ckz3vrae0000f3867229d9uf9,4,0.22428710514779698,-0.8265160153633845,12.06003,-19.08474,60.334114,8.973466
ckz3vswg1000j3867btyryxok,3,0.8116979459183767,0.221611417632578,5.620699,-13.532345,58.92422,9.149722
ckz3vwyqh000r3867ejpqrh3v,3,0.7610014929823207,0.8038148174903716,11.48184,7.133677,-1.5843778,3.8973942
ckz3vxvyj000v3867zug7yf6g,0,0.16120079925352218,-0.208299985155658,26.096216,11.843735,0.31472346,-0.8113537
ckz3vyyc0000z3867codcgkg7,0,1.1366232563884633,1.0236407073739389,14.476658,12.219962,-0.18390046,2.1316032
ckz3w0j4d00133867psu0dku8,4,0.22428710514779698,-0.8265160153633845,11.029171,-16.204514,60.065453,8.763222
ckz3w19jd00173867sbg0jtqu,1,-0.8875352236167297,0.005816866852001844,-15.74441,-7.0497646,-4.6814437,9.159589
ckz3w7jvs001b3867v3h4p4s2,4,0.7334149435838314,-0.3794795395874155,18.042255,-6.5434313,1.1559225,4.567271
ckz3wzlij001f3867sol86pit,0,0.9234589905682578,0.7981716485882963,14.301787,7.4096427,-0.43815124,2.7404337
ckz3xadsm00073867s2f56arc,1,-0.6100123560898302,-0.08929667056275785,-13.303604,10.125852,-21.90222,3.3391078
ckz3xchc8000b3867qdckbwsx,3,0.21352774948877842,0.6721562603362368,-0.3673889,3.167197,-2.9263299,5.928804
ckz3xift1000n3867lhvag405,3,0.5888854812162116,0.6914639257370498,10.695344,2.8679664,-2.5694776,4.1754274
ckz5msw6000033867l1jhmf1m,0,0.5352677777691497,0.05679645476709843,20.85373,9.745232,0.5057503,1.0033789
ckz6p2fe000033867xfkrbjp6,0,0.20300683171152287,-0.20736775165301974,27.241919,10.145973,0.45402753,-0.4229838
ckz6p4u2600073867ml8xhwcr,0,0.6190613336544866,0.20280582322789462,21.208838,8.868835,0.5948458,0.9195313
ckz6p5qlf000b3867nlmileuh,3,0.2184651197485539,0.7458024979015351,-0.4450972,3.7486367,-2.8957405,5.737712
ckz6ru2eb0001386lefk6js4m,4,0.6877404695847249,-0.6135788453631617,21.65253,-11.977618,4.902991,4.611717
ckz6ru3um0003386l39xwv0yk,3,0.2772299364805803,0.08931725619396129,13.691048,2.5345662,-2.7103102,2.9499292
ckz6ru5610005386l8uoys4lc,4,0.22428710514779698,-0.8265160153633845,9.63243,-16.192425,60.21072,9.165101
ckz6ru6of0007386lhf2t4dtw,4,0.22428710514779698,-0.8265160153633845,12.786467,-17.42437,60.14815,9.037124
ckz6ru83f0009386lx7517dwf,3,0.911506999441512,-0.1068857407057598,16.194899,-3.666407,0.7202004,4.2321897
ckz6ru99l000b386l18xh2byu,4,0.22428710514779698,-0.8265160153633845,10.623817,-16.895285,59.913937,8.790768
ckz6rub67000d386ld3mx1dyi,3,0.18129132202046355,0.5821470669179786,2.0622702,8.501722,-2.7248585,3.249211
ckz6ruchb000f386lxxpeu5na,3,0.6252979544614353,0.7819488704545451,9.254739,4.4816055,-2.2274005,4.3604097
ckz6rudsb000h386lkwwvc8dz,0,0.8559221349832918,0.5285819731581523,15.585571,9.194724,-0.6149901,2.527872
ckz6ruf3e000j386lbyqpxw51,3,0.5512015597947065,0.558987470091775,10.90031,4.0491285,-2.4852595,4.0313673
ckz6rugcj000l386lzjazem8c,1,-0.5861525886633131,0.08384396060980694,-13.4135065,-1.1442189,-3.1317606,8.999614
ckz6rui7o000n386lh32dwmkr,4,0.5657701608796081,-0.2974591409857216,17.962732,-21.88766,58.974724,8.842368
ckz6ruj49000p386lndk3j9jv,3,0.7435227673391778,0.7671305474329869,16.294746,13.033252,-0.82226354,2.1256247
ckz6rup8s000r386lkjotnoh0,4,0.22428710514779698,-0.8265160153633845,10.531626,-18.397291,60.07847,9.0317955
ckz6rut1n000v386l8rfix41j,4,0.5178185581950933,-0.8717032278018044,29.638575,6.604487,6.459881,-10.522659
ckz6ruunj000x386l4qiqzsvd,4,0.5178185581950933,-0.8717032278018044,30.389395,6.5262785,6.4805446,-10.522935
ckz6ruw8w000z386lc52x10qx,0,0.9064627638325162,-0.17018561844785188,32.15291,4.451077,6.154793,-10.309634
ckz6ruzco0013386lo3nqjmle,4,0.22428710514779698,-0.8265160153633845,11.301553,-16.747622,60.129086,8.893552
ckz6rv4et0015386le3rdpw93,4,0.5191566303363584,-0.8717317515494374,29.848185,7.0825453,6.5339365,-10.979239
ckz6rv5s20017386lyas5kerj,1,-0.597919069757341,0.022097557769951013,-19.00468,6.062479,-3.274736,9.783806
ckz6rva9o0019386ll7e0plel,0,0.8955382962083389,0.7010904757148605,14.463051,9.091143,-0.53473926,2.655019
ckz6rvlfq001d386lt59x4kz2,3,0.5670267834720965,0.5758547038254859,10.89065,4.0558386,-2.494053,4.0028286
ckz6rvnb8001f386l63s6p1ys,4,0.5101188200514517,-0.871539092116683,31.024115,6.073621,5.9753976,-10.287085
ckz6rvpuj001h386lhrb15el1,3,0.6554681401128453,0.6912949843870361,11.36692,5.7573023,-1.5627344,3.8750846
ckz6rvrjs001j386lscfviwaz,3,0.715724850652753,0.6503819443394168,9.967827,9.092254,-2.3660746,3.9017649
ckz6rvvx4001n386lwp0hh90g,3,0.697213623192128,-0.053731866452621006,16.735151,-3.3361347,0.67742425,4.255362
ckz6rvxvs001p386l9u5f2w3s,1,-0.7090277019706809,0.07944125420417213,-25.873695,2.1313765,-3.7400508,10.023303
ckz6rw3in001v386l6bltg9jj,1,-0.8580427916310082,0.07275297582561441,-11.3959465,-3.34969,-3.100214,8.767706
ckz6rw56s001x386l432ih3l6,4,0.6286927838249418,-0.22672445434840263,12.134719,-12.171186,58.60224,9.101007
ckz79xqyj0004386786ri5as0,0,0.8725779465082514,0.5667610235868831,14.694809,7.9742327,-0.35965967,2.6136992
ckz79y0wo000838671rd8ssx0,3,0.2122593166425033,0.43681323308864806,-5.6720815,7.266064,-3.0960267,4.7990026
ckz79y7oo000c38678tbjp6py,4,0.224287105147797,-0.8265160153633847,10.977894,-15.387728,60.07796,8.954143
ckz79z33c000m3867ov174kzl,0,0.8807065301028002,0.6088439530281983,14.534749,9.981198,-0.32191867,2.3990772
ckz79z95o000r3867xvvim5ef,0,0.4527612450873692,0.24140889316254488,23.812323,11.013261,0.041189834,1.8349752
ckz79zhc2000w38671rz6df6n,1,-1.0880615085764966,0.04406950755878335,-18.131891,-5.0088396,-2.8351688,10.100456
ckz79zn6200113867asfh0bfh,0,0.8639621445059653,0.5761418973125504,14.782584,8.078132,-0.423781,2.6093826
ckz79zzaq001538670wzakpti,4,0.22428710514779698,-0.8265160153633845,12.140824,-16.037048,60.219444,8.993007
ckz7a06t5001a3867vivq8h71,1,-0.7305292089078447,0.3544400216950583,-12.548226,1.7742469,-3.8984017,10.040187
ckz7a0dzm001f3867fxcmlsi8,3,0.5740182545816251,0.7306851606745451,9.257718,3.8012197,-2.29031,4.3340607
ckz7a0pxf001j3867szvg1429,0,0.7717018363346315,0.46482780485072844,15.572444,9.160757,-0.6341354,2.4783201
ckz7a0wb0001o3867ndy4xs40,0,0.16120079925352218,-0.208299985155658,26.094143,11.842331,0.29614332,-0.76897144
ckz7a27xl001w3867og0lu6bi,3,0.29478038919687677,0.1026618405661095,14.531365,3.3758137,-2.6788218,2.9620094
ckz7a2e9w00203867oznl9vvy,0,0.20529342485423535,-0.04846228852457482,25.303486,10.965614,0.34593698,-0.67828965
cl1opy0gk00063f6bh5mqp98h,3,0.5940249217400407,0.8177099196834465,9.183553,8.281219,-2.32496,4.0513525
cl1oq91jg000e3f6bwnchkkrh,3,0.5171870844456185,0.49446367538075164,11.119833,3.9793599,-2.6410415,3.467002
cl1oq979m000i3f6bkpz386rr,3,0.5514732379087168,0.6960084047031817,10.974729,2.377099,-2.569584,3.9494567
cl1oq9tac000m3f6b11v3uaro,3,-0.05084379095349286,0.7898063225590872,7.4832606,5.2791657,-2.1725204,9.107429
cl1oq9zqg000q3f6bxx1r3rep,3,0.14264649558562206,0.615965195022623,-0.8685915,3.7426932,-3.0590858,5.9849834
cl1oqa6q1000u3f6b8j72623d,4,0.5106008906134885,-0.8715493684378381,31.225615,6.676943,6.03135,-10.2315855
cl1oqahw5000y3f6bqgn5racf,4,0.6445678012149062,-0.5674889043672099,16.28732,-7.5790634,1.3190396,4.7380066
cl1q4slwo000a396bwuuaialo,3,0.49741840808450916,0.6770984054507129,9.975767,1.7849325,-2.8642144,4.5516562
cl1q4t360000e396buikeq0yt,4,0.45188046026734446,-0.24400344162229365,8.588802,-13.998237,59.376183,8.966306
cl1q4tlda000h396b22tgu0tm,3,0.9845744622175069,0.033711397820855596,12.564234,-3.2451906,0.21109591,4.3817854
cl1q4tzib000n396bku91irpm,4,0.60275316770042,-0.26861829848405766,12.397542,-12.3042345,58.757362,9.101899
cl1q4u81d000q396bjk6dyh70,1,-0.6100123560898302,-0.08929667056275785,-12.5270815,9.684666,-21.770065,3.2442958
cl1q4uh0r000u396bmu73xkhg,3,0.10077403950885204,0.5123054824455957,1.6364691,1.1484382,-2.9232888,5.6554747
cl1q4uov2000x396b1ak2gj95,1,-0.6100123560898302,-0.08929667056275785,-13.382278,9.637397,-21.820847,3.3151164
cl1q4v4np0011396btna91o1k,3,0.03323050896345472,0.645133777757879,-0.39299124,-0.49616617,-2.8604825,5.612429
cl1q4vcut0014396bw3korj1i,3,0.1465467342852764,0.5872456177012292,0.44917014,0.34578657,-2.9798012,5.5315213
cl1x87vu400073f6bz31cj9hl,4,0.22428710514779698,-0.8265160153633845,12.298284,-15.302273,60.033604,8.928074
cl1x89ku6000f3f6bcj5o6atn,4,0.5147872928627544,-0.8716386101741881,30.663485,6.493373,6.1378317,-10.130475
cl1x89vgd000j3f6bab0a53n1,3,0.3938494325078754,0.2232316337671211,13.589711,4.3300347,-2.451117,3.1713493
cl1x89ze6000o3f6baic4zklo,4,0.22428710514779698,-0.8265160153633845,14.516686,-16.758438,60.274364,8.879668
cl1x8a7j3000s3f6bvn1rm1tw,1,-0.7203914489864119,0.3061731154219657,-21.323654,5.2314982,-2.9895263,10.216065
cl1x8p06c00153f6b05wzxejg,4,0.5174537090645946,-0.8716954502954942,30.190756,5.834541,6.3822064,-10.351285
cl1x8p7bu00193f6b9qrfgs1t,3,-0.09831996345563021,0.7429473674334789,-0.7094433,2.2373056,-2.7657354,6.1195025
cl1x8pz2c001e3f6baljsd3f1,1,-0.4034899889919279,0.34626434560788927,-9.486619,5.974822,-3.9331286,7.516838
cl1x8q3k9001i3f6bqul43214,3,0.19351759345683023,0.5551230524742197,0.6084313,1.9090817,-3.0653539,5.290934
cl1x8q730001m3f6b3ehrw3ir,3,-0.05548090264891772,0.8418522485077817,-1.9545144,-0.22090255,-2.929283,5.992649
cl1x8qbrj001r3f6bqrp39tej,4,0.5790955973393945,-0.335695624744857,7.219696,-14.170365,59.00791,9.069674
cl1x8qhfm001w3f6bqonobao6,3,0.9878646369288131,0.09079667510875375,21.126764,-0.7093988,0.9166915,3.8303015
cl1x8qm6k00203f6bhtj7t6h9,3,-0.14982530066267424,0.69158970653063,-0.67373294,2.1864865,-2.7983003,5.8724575
cl1x8y8wp00243f6bczckj7d5,1,-1.0566800565532335,0.022748824468534403,-17.765444,-5.844003,-2.59086,9.88378
cl1x8zxp700293f6bs2hoa2iz,1,-0.5715101286174018,0.0957186242706984,-13.803371,6.980395,-4.2603817,7.8588114
cl1x9o3hb002i3f6bwfsaz760,1,-0.6577296735045605,0.03257723533149763,-13.522912,7.7498784,-21.55728,3.6314774
cl1x9r870002n3f6bpj1mow54,3,1.0856694554036856,0.11918631342730611,13.197396,-4.653022,0.43845248,4.3938885
cl1x9tim6002r3f6bnk8nzm3n,4,0.22428710514779698,-0.8265160153633845,12.706895,-16.217108,60.220707,8.86224
cl1x9tnl9002v3f6bkrmbhl5x,4,0.6844009367885824,-0.6156964470209031,21.640318,-12.000696,4.8579407,4.5811796
cl1x9ts9b002z3f6b0pi7kuyi,4,0.22428710514779698,-0.8265160153633845,13.584072,-15.681445,60.229565,8.958965
cl1x9twmy00333f6bapw23fc5,0,0.151037144903915,-0.20808332605129753,26.086185,11.841246,0.3091133,-0.75450224
cl1x9u25i00373f6bd1lovl0h,3,0.12402532374325057,0.4871953306064137,0.77613246,2.252245,-2.9371645,5.440338
cl1x9u91c003b3f6b9lj56i8z,1,-0.6100123560898302,-0.08929667056275785,-13.651787,9.7941675,-21.841919,3.3558595
cl1x9udl2003e3f6btxubnfcc,4,0.5083681427472133,-0.8715017728451183,31.217567,6.4166193,5.9591312,-10.292843
cl1x9un2t003i3f6byl7il2vz,0,0.16120079925352218,-0.208299985155658,26.09443,11.842405,0.25422314,-0.81329256
cl1x9v1p4003m3f6bem40q8rb,4,0.22428710514779698,-0.8265160153633845,10.320403,-15.671829,60.14047,8.9693
cl1x9v6r9003q3f6bfuilxdsj,3,0.05920659086583659,0.46168489134991425,-1.7690865,6.850137,-3.2409463,5.8631377
cl1x9vacg003u3f6bfq428da7,4,0.5377812941669415,-0.4178268136012276,18.538336,-12.444639,4.506663,4.3450675
cl1x9vdqc003y3f6b7vffk1iv,1,-1.0314069285101013,0.1588978826877019,-16.587578,-5.7881694,-2.8622558,9.891331
cl1xa59ta00473f6b7ox9kdpq,4,0.22428710514779698,-0.8265160153633845,10.407544,-16.290968,60.22781,8.869634
cl1xa5wph004c3f6bop56jnp9,4,0.22428710514779698,-0.8265160153633845,11.626685,-15.273869,60.33467,8.846925
cl1xa66pa004g3f6bbm5rxr18,4,0.6856312909766346,-0.6149162779891039,21.639765,-11.993182,4.899537,4.6147723
cl1xa7ty6004k3f6bi8j7q67t,3,0.13985869426131314,0.3120764721267839,1.797791,2.4193037,-2.9078486,4.975437
cl1xj98o800033f6bbzcyndpi,4,0.22428710514779698,-0.8265160153633845,11.566884,-16.063036,60.145844,8.709039
cl1xj9dfe00073f6bo87qdh30,4,0.22428710514779698,-0.8265160153633845,11.766789,-17.232801,60.144733,8.70541
cl1xj9ksa000b3f6bvr1hgnfn,4,0.22428710514779698,-0.8265160153633845,14.823715,-17.37698,60.128887,8.7744465
cl1xjb311000g3f6b7y8tt576,4,0.22428710514779698,-0.8265160153633845,13.344897,-16.39017,60.063484,8.774653
cl1xjb8ci000k3f6bjjkf3trc,4,0.22428710514779698,-0.8265160153633845,13.37943,-17.30721,60.335556,8.846785
cl1xjcojq000o3f6b4ewbxdvb,3,0.29478038919687677,0.1026618405661095,14.533736,3.3746564,-2.706999,2.979421
cl1xjcsw3000s3f6b3gcs37qc,4,0.22428710514779698,-0.8265160153633845,14.146723,-16.163004,60.30383,8.798099
cl1xjczhw000w3f6bjpdezu1r,2,-0.9712438068925606,0.012360960007123445,-26.857666,6.987493,-4.372015,11.318904
cl1xjd69n00103f6bcv0qdi0b,4,0.46309158942624123,-0.45041863962790507,10.922747,-12.055734,58.620087,9.042511
cl1xjpgtn00073f6bywfj7mmu,1,-0.798437715737586,-0.0033641036916844495,-16.032515,-10.643195,-5.1156535,9.424891
cl1xjpl2g000b3f6bw2201tgt,3,0.4643735927927931,0.5442507716898617,11.774042,3.3026202,-2.6819153,4.010697
cl1xjppwx000f3f6badczuxde,2,-0.9038563115872318,0.6105892855543641,-26.026438,10.674789,-4.457286,11.521852
cl1xjpyua000j3f6bm88dbeo1,4,0.5155337056668873,-0.871654521491522,30.659346,5.819491,6.1601152,-10.168768
cl1xjq2wa000n3f6bm0y9yd49,3,0.5578974131626979,0.5675751502042516,10.889936,4.0526357,-2.541536,4.0230145
cl1xjq75s000r3f6bsg655wl7,3,0.5777416847006637,0.8591701439007262,7.8753543,5.093421,-2.1845002,4.732271
cl1xjqd2e000v3f6bu8wn4l6o,2,-0.9364610256288946,0.04431802330411925,-25.144384,8.361428,-4.5562215,11.602852
cl1xjqgt5000z3f6bzn3yijdo,3,0.20707145556382486,0.5933858314720809,0.7975215,3.119927,-2.9187891,5.46289
cl1xjqp7y00133f6bk6y0p790,2,-0.983393572484028,0.010587970907407183,-25.852547,8.125933,-4.5979395,11.563093
cl1xjqvi800173f6bjzevd5tf,0,1.1267780469998578,-0.3252050332319737,23.54462,1.8825016,1.1421207,3.0339222
cl2969hqg000b3g6cw9vx081g,1,-0.3393755027818082,-0.40850428135075206,-13.979516,-11.785506,-5.225625,9.277259
cl2a5n8ms00033g6clsnps8u7,2,-0.9426575146014299,-0.002048069275585523,-30.075794,7.282005,-4.078252,11.532933
cl2a5u9v400073g6cm5x4iwo2,3,-0.07743302661584794,0.7425797761796212,-3.3928268,3.977346,-2.8883855,6.0084715
cl2a5xma9000b3g6ceejjo0ph,2,-1.0164745564669049,0.02401120140750083,-26.384058,8.254434,-4.633787,11.680872
cl2a6y0r6000k3g6cjw7il1ik,2,-0.9944177726085213,0.1413484785894647,-24.01123,9.853516,-4.6310134,11.488641
cl2a7u7o5000f3g6czlbiqfu0,2,-0.8646816897458612,-0.010761474686448199,-22.923635,2.5135455,-4.1126876,9.391596
cl2a835jz000s3g6cjsdd884g,2,-0.9393140875772821,0.021258512233399,-23.770353,5.1392026,-4.334458,11.041413
cl2ewyr6y000b3g6cxz12248a,2,-0.8729569208568564,-0.018240315591641708,-20.92257,10.521182,-3.502939,11.411956
cl2exbmcs000n3g6ch02xn4u6,2,-0.9532890962632306,0.020569055381423264,-26.853132,8.024048,-4.326972,11.557675
cl2exh1ew000z3g6c561hq8tb,3,-0.009864496952292679,0.39265277821494093,2.3346665,-1.2773204,-3.1202328,5.2719064
cl2exlnvr00173g6cz76vbqsh,1,-0.6100123560898302,-0.08929667056275785,-13.066931,9.583316,-21.923286,3.3373563
cl2exruud001g3g6cfd8t0xrb,2,-0.936954029846545,-0.00990161187243399,-23.74165,12.379717,-4.624766,11.086979
cl2k3myz3000c3g6czbz9va5l,2,-0.9885038964826136,-0.0038852904935296746,-27.222876,-4.3267426,-1.697232,10.873979
cl2k88mdi000n3g6cm4ynh2gx,2,-0.8365578426441365,-0.029283946544282215,-27.360415,2.5206645,-4.036433,10.171554
cl2k8lcht00033g6cw07bj64y,1,-0.8180305633104962,-0.056916168500169825,-25.15522,-2.987269,-1.9643124,11.182019
cl2k8llkb00073g6cnsr3ko43,3,0.04906461516480797,0.7775068339101473,4.860719,4.100921,-1.883107,4.8210373
cl2u3prdt000e396c1o2vgo92,4,0.5049347454363401,-0.2878313509779227,9.723822,-12.579435,58.696465,9.07478
cl2u3q2m7000j396cu4ux8sau,3,0.22188795578805157,0.7277623521850589,-0.2736492,5.156171,-2.6691658,5.909837
cl2u3qrc2000n396c9s3kkyo1,3,0.9149963534569079,-0.190426145978078,20.759817,-10.384711,4.5448117,4.4024186
cl2u3r9cd000t396cj2nej9zr,3,0.45739827444325315,-0.06498102759665708,1.3335754,-3.1972415,-2.8603225,5.472364
cl2u3skfg0011396co4urj4aj,4,0.22428710514779698,-0.8265160153633845,12.298367,-17.52154,60.21162,8.659546
cl2u3sxy20015396c6p2mtiap,3,0.1552088689931448,0.40276824061726635,0.84228134,1.850501,-3.0100832,5.14359
cl2uc2kz30009396c7vg429f4,1,-0.3978918509997656,0.27208146017460777,-9.304114,6.837736,-3.9969869,7.4672823
cl2ucqlic000d396cf2q9ivy6,1,-0.5784177191771588,-0.08769277914115102,-11.459524,8.479111,-21.467297,3.5288906
cl2ucr50d000h396cr0l8f9ez,0,0.411231543175442,0.24339396395276486,14.9542675,4.4367447,-2.6582186,2.9877403
cl2ucrbec000l396crh67eapj,3,0.9340838894775199,0.0977672293068726,15.529164,-4.588651,0.84717417,4.3685684
cl2ucrs1x000p396c2z3axlap,3,0.9390341364647994,-0.18069178935314567,20.213942,-10.866937,4.5901933,4.443498
cl2ucsqmg000t396cytb7tb1r,4,0.22428710514779698,-0.8265160153633845,12.33716,-16.876865,60.224056,8.660315
cl2ucsxpp000x396cdbuf0czr,3,0.06147189804415615,0.5320841566731861,-1.7480024,6.782117,-3.1528893,5.76066
cl2uct5hl0011396cx2hm39g2,4,0.22428710514779698,-0.8265160153633845,11.970669,-16.678654,60.260513,8.725565
cl2uctko10015396cqneyuaad,1,-0.5469055327815612,0.3384389805817993,-9.988758,3.9788382,-3.7398877,8.1736
cl2uctrmr0019396c46gysl78,3,0.8426182131838823,-0.15587459909400475,16.217533,-3.6706562,0.81496763,4.1693716
cl2ucxeoq001d396cmlghy79f,4,0.22428710514779698,-0.8265160153633845,12.964288,-16.841457,60.0116,9.059734
cl2ucxml8001h396cg8shefje,4,0.22428710514779698,-0.8265160153633845,11.566811,-17.697414,59.98388,8.866122
cl2ucz1ed001l396caznqusgz,1,-0.8380720413096189,-0.03818584316137072,-14.817809,-9.651527,-5.276455,9.313511
cl2ud83u7001p396chrv60yl8,1,-0.6100123560898302,-0.08929667056275785,-13.886222,10.019719,-21.878813,3.2402427
cl2udkxth0027396cjrirxqau,2,-0.9504660368798279,0.047621570030376315,-21.48184,7.7374353,-3.5858457,10.591429
